person_cluster,tokens,variant_tokens,poems,variation_rate,person_category,same_person_confidence
Karppa,4,0,2,0.0,unmapped_possible_person_name,low
Vipunen,4,0,3,0.0,unmapped_possible_person_name,low
Koluvere,4,0,3,0.0,unmapped_possible_person_name,low
Kreeta,4,0,4,0.0,unmapped_possible_person_name,low
Kyllikki,4,3,2,0.75,unmapped_possible_person_name,low
Virkku,4,0,4,0.0,unmapped_possible_person_name,low
Vaabi,4,0,1,0.0,unmapped_possible_person_name,low
Vaaba,4,0,1,0.0,unmapped_possible_person_name,low
Konttu,4,0,1,0.0,unmapped_possible_person_name,low
Madis,4,1,4,0.25,unmapped_possible_person_name,low
Madi,4,0,1,0.0,unmapped_possible_person_name,low
Uulu,4,0,4,0.0,unmapped_possible_person_name,low
Tillu,4,0,1,0.0,unmapped_possible_person_name,low
Virtsu,4,0,4,0.0,unmapped_possible_person_name,low
ani,4,0,3,0.0,unmapped_possible_person_name,low
Iie,4,0,1,0.0,unmapped_possible_person_name,low
Luukas,4,0,3,0.0,unmapped_possible_person_name,low
Tuurikkainen,4,0,4,0.0,unmapped_possible_person_name,low
Venno,4,1,4,0.25,unmapped_possible_person_name,low
Soppo,4,0,3,0.0,unmapped_possible_person_name,low
Arvi,4,1,3,0.25,unmapped_possible_person_name,low
Erikäinen,4,0,1,0.0,unmapped_possible_person_name,low
Räägo,4,0,1,0.0,unmapped_possible_person_name,low
Adu,4,0,2,0.0,unmapped_possible_person_name,low
Paavali,4,0,4,0.0,unmapped_possible_person_name,low
Reittu,4,0,3,0.0,unmapped_possible_person_name,low
Taara,4,1,3,0.25,unmapped_possible_person_name,low
Taline,4,0,1,0.0,unmapped_possible_person_name,low
Sampsa,4,0,4,0.0,unmapped_possible_person_name,low
Poola,4,0,4,0.0,unmapped_possible_person_name,low
rein,4,4,1,1.0,unmapped_possible_person_name,low
riisi,4,1,3,0.25,unmapped_possible_person_name,low
Myyrylä,4,0,2,0.0,unmapped_possible_person_name,low
Rõõt,4,0,1,0.0,unmapped_possible_person_name,low
Riiu,4,0,2,0.0,unmapped_possible_person_name,low
Aki,4,0,4,0.0,unmapped_possible_person_name,low
Pihuvere,4,0,1,0.0,unmapped_possible_person_name,low
Sara,4,0,3,0.0,unmapped_possible_person_name,low
Selma,4,0,4,0.0,unmapped_possible_person_name,low
Pehka,4,0,1,0.0,unmapped_possible_person_name,low
Protna,4,0,1,0.0,unmapped_possible_person_name,low
Näppinen,4,0,3,0.0,unmapped_possible_person_name,low
Ruatus,4,0,2,0.0,unmapped_possible_person_name,low
Endrik,4,0,2,0.0,unmapped_possible_person_name,low
Roosna,4,0,1,0.0,unmapped_possible_person_name,low
Sunteri,4,1,4,0.25,unmapped_possible_person_name,low
Riidu,4,0,2,0.0,unmapped_possible_person_name,low
Hasseli,4,0,1,0.0,unmapped_possible_person_name,low
Ärrä,4,4,1,1.0,unmapped_possible_person_name,low
Osmo,4,0,4,0.0,unmapped_possible_person_name,low
Rapu,4,0,1,0.0,unmapped_possible_person_name,low
Reet,4,1,4,0.25,unmapped_possible_person_name,low
Pielinen,4,0,4,0.0,unmapped_possible_person_name,low
Muhonen,4,0,2,0.0,unmapped_possible_person_name,low
Ani,4,0,1,0.0,unmapped_possible_person_name,low
Okku,4,4,1,1.0,unmapped_possible_person_name,low
Nikolai,4,0,3,0.0,unmapped_possible_person_name,low
Eila,4,0,2,0.0,unmapped_possible_person_name,low
Simola,4,0,4,0.0,unmapped_possible_person_name,low
Paara,4,0,2,0.0,unmapped_possible_person_name,low
Ollender,4,1,2,0.25,unmapped_possible_person_name,low
Aaro,4,0,1,0.0,unmapped_possible_person_name,low
Saima,4,0,3,0.0,unmapped_possible_person_name,low
Reeda,4,0,4,0.0,unmapped_possible_person_name,low
Laatukka,3,1,2,0.3333333333333333,unmapped_possible_person_name,low
Joute,3,0,1,0.0,unmapped_possible_person_name,low
Tupina,3,0,1,0.0,unmapped_possible_person_name,low
alli,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Annika,3,0,3,0.0,unmapped_possible_person_name,low
setu,3,2,3,0.6666666666666666,unmapped_possible_person_name,low
Kyrö,3,0,3,0.0,unmapped_possible_person_name,low
Pihka-Heikki,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Pellervoinen,3,0,2,0.0,unmapped_possible_person_name,low
Kyntteli,3,0,2,0.0,unmapped_possible_person_name,low
Ans,3,0,2,0.0,unmapped_possible_person_name,low
Turja,3,0,3,0.0,unmapped_possible_person_name,low
Juho,3,0,3,0.0,unmapped_possible_person_name,low
Jukamoni,3,3,1,1.0,unmapped_possible_person_name,low
Sander,3,2,3,0.6666666666666666,unmapped_possible_person_name,low
Juku,3,1,2,0.3333333333333333,unmapped_possible_person_name,low
elkku,3,0,1,0.0,unmapped_possible_person_name,low
Turst,3,0,1,0.0,unmapped_possible_person_name,low
Kõppus,3,0,1,0.0,unmapped_possible_person_name,low
Salatsi,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Kõima,3,0,2,0.0,unmapped_possible_person_name,low
Perola,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Perttula,3,0,3,0.0,unmapped_possible_person_name,low
Petra,3,0,3,0.0,unmapped_possible_person_name,low
Annu,3,0,3,0.0,unmapped_possible_person_name,low
Sameli,3,0,1,0.0,unmapped_possible_person_name,low
Joukamo,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Selja,3,0,3,0.0,unmapped_possible_person_name,low
Appila,3,0,2,0.0,unmapped_possible_person_name,low
Demi,3,0,2,0.0,unmapped_possible_person_name,low
puli,3,0,2,0.0,unmapped_possible_person_name,low
Topi,3,0,3,0.0,unmapped_possible_person_name,low
Topelius,3,0,3,0.0,unmapped_possible_person_name,low
Liihala,3,0,1,0.0,unmapped_possible_person_name,low
Paaritsa,3,0,3,0.0,unmapped_possible_person_name,low
Liisapunt,3,0,1,0.0,unmapped_possible_person_name,low
Ilumel,3,0,1,0.0,unmapped_possible_person_name,low
Ilmola,3,1,2,0.3333333333333333,unmapped_possible_person_name,low
Limo,3,3,1,1.0,unmapped_possible_person_name,low
Sass,3,0,3,0.0,unmapped_possible_person_name,low
Tohvri,3,0,1,0.0,unmapped_possible_person_name,low
Tittula,3,0,2,0.0,unmapped_possible_person_name,low
kaide?,3,3,1,1.0,unmapped_possible_person_name,low
Oolu,3,0,2,0.0,unmapped_possible_person_name,low
Ontrei,3,0,2,0.0,unmapped_possible_person_name,low
Iiru,3,0,2,0.0,unmapped_possible_person_name,low
Eerikki,3,0,2,0.0,unmapped_possible_person_name,low
Luisk,3,1,1,0.3333333333333333,unmapped_possible_person_name,low
Ironi,3,0,1,0.0,unmapped_possible_person_name,low
Aune,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Aumo,3,0,2,0.0,unmapped_possible_person_name,low
Tormi,3,0,3,0.0,unmapped_possible_person_name,low
Tuiu,3,0,1,0.0,unmapped_possible_person_name,low
Lassa,3,0,3,0.0,unmapped_possible_person_name,low
Apso,3,0,1,0.0,unmapped_possible_person_name,low
Peijooni,3,3,1,1.0,unmapped_possible_person_name,low
Paula,3,0,2,0.0,unmapped_possible_person_name,low
Armi,3,0,3,0.0,unmapped_possible_person_name,low
Paro,3,0,2,0.0,unmapped_possible_person_name,low
Leane,3,0,2,0.0,unmapped_possible_person_name,low
Para,3,0,1,0.0,unmapped_possible_person_name,low
hussa,3,0,3,0.0,unmapped_possible_person_name,low
Jaen,3,0,2,0.0,unmapped_possible_person_name,low
Leeverland,3,0,1,0.0,unmapped_possible_person_name,low
Pajari,3,0,3,0.0,unmapped_possible_person_name,low
Atti,3,0,2,0.0,unmapped_possible_person_name,low
Ivana,3,0,3,0.0,unmapped_possible_person_name,low
Siine,3,0,1,0.0,unmapped_possible_person_name,low
Lemmo,3,0,2,0.0,unmapped_possible_person_name,low
Tuutti,3,1,1,0.3333333333333333,unmapped_possible_person_name,low
Kurjuu,3,0,1,0.0,unmapped_possible_person_name,low
Piia,3,0,2,0.0,unmapped_possible_person_name,low
Päivälä,3,3,1,1.0,unmapped_possible_person_name,low
Varangu,3,0,1,0.0,unmapped_possible_person_name,low
Vappo,3,1,2,0.3333333333333333,unmapped_possible_person_name,low
Ago,3,0,3,0.0,unmapped_possible_person_name,low
Viljo,3,0,2,0.0,unmapped_possible_person_name,low
Koela,3,0,2,0.0,unmapped_possible_person_name,low
Valli,3,0,3,0.0,unmapped_possible_person_name,low
Koigu,3,1,2,0.3333333333333333,unmapped_possible_person_name,low
Pulli,3,0,3,0.0,unmapped_possible_person_name,low
Valasti,3,0,3,0.0,unmapped_possible_person_name,low
Pulkkala,3,0,2,0.0,unmapped_possible_person_name,low
Kojoinen,3,0,1,0.0,unmapped_possible_person_name,low
Aidu,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Riita,3,0,1,0.0,unmapped_possible_person_name,low
Kapu,3,0,3,0.0,unmapped_possible_person_name,low
Kolu,3,0,1,0.0,unmapped_possible_person_name,low
Ainikki,3,0,2,0.0,unmapped_possible_person_name,low
Riski,3,0,2,0.0,unmapped_possible_person_name,low
Kopsa,3,0,1,0.0,unmapped_possible_person_name,low
Korhonen,3,2,3,0.6666666666666666,unmapped_possible_person_name,low
Kateri,3,3,2,1.0,unmapped_possible_person_name,low
Katriina,3,0,2,0.0,unmapped_possible_person_name,low
Tyyri,3,1,1,0.3333333333333333,unmapped_possible_person_name,low
Katrina,3,0,3,0.0,unmapped_possible_person_name,low
Vennä,3,0,2,0.0,unmapped_possible_person_name,low
Vento,3,0,3,0.0,unmapped_possible_person_name,low
Rako,3,0,1,0.0,unmapped_possible_person_name,low
Kiika,3,3,2,1.0,unmapped_possible_person_name,low
Kiima,3,0,3,0.0,unmapped_possible_person_name,low
Vesto,3,0,2,0.0,unmapped_possible_person_name,low
Rae,3,0,3,0.0,unmapped_possible_person_name,low
Viderik,3,0,2,0.0,unmapped_possible_person_name,low
Kerkkola,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Aabla,3,0,1,0.0,unmapped_possible_person_name,low
Aabraham,3,3,3,1.0,unmapped_possible_person_name,low
Killa,3,3,1,1.0,unmapped_possible_person_name,low
Ratva,3,0,3,0.0,unmapped_possible_person_name,low
Viidu,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Kimmel,3,0,3,0.0,unmapped_possible_person_name,low
Aapro,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Viio,3,0,2,0.0,unmapped_possible_person_name,low
Aaron,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Vaska,3,0,2,0.0,unmapped_possible_person_name,low
Prunkkala,3,0,3,0.0,unmapped_possible_person_name,low
Korkko,3,0,1,0.0,unmapped_possible_person_name,low
Virun,3,0,1,0.0,unmapped_possible_person_name,low
Korlana,3,0,1,0.0,unmapped_possible_person_name,low
Ulila,3,0,2,0.0,unmapped_possible_person_name,low
Alma,3,0,3,0.0,unmapped_possible_person_name,low
Piu,3,2,3,0.6666666666666666,unmapped_possible_person_name,low
Uilsi,3,0,1,0.0,unmapped_possible_person_name,low
Alutaguse,3,0,3,0.0,unmapped_possible_person_name,low
Kull,3,3,1,1.0,unmapped_possible_person_name,low
Pirko,3,0,3,0.0,unmapped_possible_person_name,low
tikka,3,0,3,0.0,unmapped_possible_person_name,low
Wiinhuuvud,3,0,1,0.0,unmapped_possible_person_name,low
tiidu,3,0,3,0.0,unmapped_possible_person_name,low
Kaarasta,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Piiter,3,1,2,0.3333333333333333,unmapped_possible_person_name,low
tiainen,3,3,2,1.0,unmapped_possible_person_name,low
Kaali,3,0,2,0.0,unmapped_possible_person_name,low
Kusmoi,3,0,2,0.0,unmapped_possible_person_name,low
Kustaa,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Piipe,3,0,2,0.0,unmapped_possible_person_name,low
Yrjänä,3,0,3,0.0,unmapped_possible_person_name,low
Kusti,3,0,3,0.0,unmapped_possible_person_name,low
Väivö,3,0,1,0.0,unmapped_possible_person_name,low
Väinölä,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Kaisu,3,0,3,0.0,unmapped_possible_person_name,low
Unt,3,0,3,0.0,unmapped_possible_person_name,low
Korri,3,0,3,0.0,unmapped_possible_person_name,low
Vitjabomi,3,0,1,0.0,unmapped_possible_person_name,low
Kott,3,3,1,1.0,unmapped_possible_person_name,low
Uolevi,3,0,2,0.0,unmapped_possible_person_name,low
Kreeda,3,2,2,0.6666666666666666,unmapped_possible_person_name,low
Ritsu,3,0,3,0.0,unmapped_possible_person_name,low
Aleks,3,0,2,0.0,unmapped_possible_person_name,low
tyyri,3,0,1,0.0,unmapped_possible_person_name,low
Kristiina,3,3,3,1.0,unmapped_possible_person_name,low
Porkuni,3,0,3,0.0,unmapped_possible_person_name,low
Kroeta,3,0,2,0.0,unmapped_possible_person_name,low
All,3,2,2,0.6666666666666666,unmapped_possible_person_name,low
tussa,3,0,3,0.0,unmapped_possible_person_name,low
Kuakkala,3,0,2,0.0,unmapped_possible_person_name,low
Kuappala,3,0,2,0.0,unmapped_possible_person_name,low
Portugal,3,0,1,0.0,unmapped_possible_person_name,low
Kuisma,3,1,2,0.3333333333333333,unmapped_possible_person_name,low
Ruotus,3,0,2,0.0,unmapped_possible_person_name,low
Luts,3,0,1,0.0,unmapped_possible_person_name,low
Raiska,3,0,3,0.0,unmapped_possible_person_name,low
Tillermann,3,0,3,0.0,unmapped_possible_person_name,low
Tarkkala,3,0,1,0.0,unmapped_possible_person_name,low
Hanna,3,0,3,0.0,unmapped_possible_person_name,low
Sommõr,3,0,1,0.0,unmapped_possible_person_name,low
Taappola,3,0,3,0.0,unmapped_possible_person_name,low
Hemerik,3,0,1,0.0,unmapped_possible_person_name,low
Oeti,3,0,3,0.0,unmapped_possible_person_name,low
Tiku,3,0,2,0.0,unmapped_possible_person_name,low
leenukene,3,2,3,0.6666666666666666,unmapped_possible_person_name,low
Ogoi,3,0,3,0.0,unmapped_possible_person_name,low
Marppa,3,0,1,0.0,unmapped_possible_person_name,low
Niuk,3,0,1,0.0,unmapped_possible_person_name,low
Ohto,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Erku,3,0,1,0.0,unmapped_possible_person_name,low
Maali,3,0,3,0.0,unmapped_possible_person_name,low
laskma,3,3,1,1.0,unmapped_possible_person_name,low
Hints,3,0,3,0.0,unmapped_possible_person_name,low
Terri,3,0,1,0.0,unmapped_possible_person_name,low
Tarma,3,0,2,0.0,unmapped_possible_person_name,low
Hipp,3,0,1,0.0,unmapped_possible_person_name,low
Helkka,3,3,1,1.0,unmapped_possible_person_name,low
Hannula,3,0,3,0.0,unmapped_possible_person_name,low
Säntti,3,0,1,0.0,unmapped_possible_person_name,low
Hippa-Heikki,3,2,3,0.6666666666666666,unmapped_possible_person_name,low
Mulk,3,0,1,0.0,unmapped_possible_person_name,low
leila,3,0,1,0.0,unmapped_possible_person_name,low
Spuassa,3,0,1,0.0,unmapped_possible_person_name,low
Taari,3,0,2,0.0,unmapped_possible_person_name,low
mikä,3,0,1,0.0,unmapped_possible_person_name,low
Maša,3,1,2,0.3333333333333333,unmapped_possible_person_name,low
Taipale,3,0,1,0.0,unmapped_possible_person_name,low
Soria,3,0,2,0.0,unmapped_possible_person_name,low
Enn,3,0,2,0.0,unmapped_possible_person_name,low
Märdi,3,0,2,0.0,unmapped_possible_person_name,low
Elvira,3,0,1,0.0,unmapped_possible_person_name,low
Nyyrikki,3,0,3,0.0,unmapped_possible_person_name,low
Maim,3,0,1,0.0,unmapped_possible_person_name,low
Nutu,3,0,1,0.0,unmapped_possible_person_name,low
Tiittu,3,0,1,0.0,unmapped_possible_person_name,low
Halituli,3,0,3,0.0,unmapped_possible_person_name,low
Hani,3,0,1,0.0,unmapped_possible_person_name,low
nuuti,3,0,1,0.0,unmapped_possible_person_name,low
Taavet,3,0,3,0.0,unmapped_possible_person_name,low
Huuru,3,0,1,0.0,unmapped_possible_person_name,low
Hymylä,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Tiitu,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Souva,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Sopo,3,1,2,0.3333333333333333,unmapped_possible_person_name,low
Muurikki,3,0,2,0.0,unmapped_possible_person_name,low
Maitla,3,0,1,0.0,unmapped_possible_person_name,low
Tattila,3,2,3,0.6666666666666666,unmapped_possible_person_name,low
Muki (prop),3,0,1,0.0,unmapped_possible_person_name,low
Tahvo (name),3,3,1,1.0,unmapped_possible_person_name,low
Oleviste,3,0,2,0.0,unmapped_possible_person_name,low
nimetama,3,2,2,0.6666666666666666,unmapped_possible_person_name,low
Hoppu,3,0,2,0.0,unmapped_possible_person_name,low
Muaria,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
Luutitsa,3,0,3,0.0,unmapped_possible_person_name,low
Läila,3,3,1,1.0,unmapped_possible_person_name,low
maiekene,3,2,2,0.6666666666666666,unmapped_possible_person_name,low
Luuska,3,0,3,0.0,unmapped_possible_person_name,low
mann,3,1,2,0.3333333333333333,unmapped_possible_person_name,low
Holland,3,0,1,0.0,unmapped_possible_person_name,low
Soara,3,0,2,0.0,unmapped_possible_person_name,low
Molot,3,0,3,0.0,unmapped_possible_person_name,low
Luukka,3,0,1,0.0,unmapped_possible_person_name,low
Lällu,3,0,2,0.0,unmapped_possible_person_name,low
Moaria,3,0,3,0.0,unmapped_possible_person_name,low
Tarjus,3,0,1,0.0,unmapped_possible_person_name,low
Niilo,3,0,3,0.0,unmapped_possible_person_name,low
Läti,3,1,1,0.3333333333333333,unmapped_possible_person_name,low
Iedu,3,0,1,0.0,unmapped_possible_person_name,low
Eldse,3,0,2,0.0,unmapped_possible_person_name,low
Eino,3,1,3,0.3333333333333333,unmapped_possible_person_name,low
nimesi,3,3,3,1.0,unmapped_possible_person_name,low
Margetta,3,0,2,0.0,unmapped_possible_person_name,low
Mardu,3,0,3,0.0,unmapped_possible_person_name,low
Hokol,3,0,1,0.0,unmapped_possible_person_name,low
Manta,3,0,2,0.0,unmapped_possible_person_name,low
Syväinteri,3,0,1,0.0,unmapped_possible_person_name,low
Massa,2,1,2,0.5,unmapped_possible_person_name,low
Kotselaan,2,2,1,1.0,unmapped_possible_person_name,low
Tennu,2,0,2,0.0,unmapped_possible_person_name,low
Kungla,2,0,1,0.0,unmapped_possible_person_name,low
Prokon,2,2,2,1.0,unmapped_possible_person_name,low
Unu,2,2,1,1.0,unmapped_possible_person_name,low
Uoti,2,0,1,0.0,unmapped_possible_person_name,low
Tepp,2,2,1,1.0,unmapped_possible_person_name,low
Ruuna,2,0,2,0.0,unmapped_possible_person_name,low
Uati,2,0,2,0.0,unmapped_possible_person_name,low
Riste,2,0,1,0.0,unmapped_possible_person_name,low
Tšikko,2,0,1,0.0,unmapped_possible_person_name,low
Tünda,2,0,1,0.0,unmapped_possible_person_name,low
Pilpa,2,0,1,0.0,unmapped_possible_person_name,low
Korkka,2,0,1,0.0,unmapped_possible_person_name,low
Tetin,2,2,1,1.0,unmapped_possible_person_name,low
Tahva,2,1,2,0.5,unmapped_possible_person_name,low
Määvl,2,0,1,0.0,unmapped_possible_person_name,low
Kuntsi,2,0,1,0.0,unmapped_possible_person_name,low
Kosti,2,0,2,0.0,unmapped_possible_person_name,low
Ualevi,2,0,2,0.0,unmapped_possible_person_name,low
Kormila,2,0,1,0.0,unmapped_possible_person_name,low
Pippilä,2,1,2,0.5,unmapped_possible_person_name,low
Kultaralli,2,2,1,1.0,unmapped_possible_person_name,low
Kossa,2,0,1,0.0,unmapped_possible_person_name,low
Kosta,2,0,2,0.0,unmapped_possible_person_name,low
Teppelmann,2,0,1,0.0,unmapped_possible_person_name,low
N.N.,2,2,1,1.0,unmapped_possible_person_name,low
N,2,0,1,0.0,unmapped_possible_person_name,low
Kulervo,2,1,2,0.5,unmapped_possible_person_name,low
Taali,2,1,2,0.5,unmapped_possible_person_name,low
Nalle,2,0,1,0.0,unmapped_possible_person_name,low
Uibo & -l,2,2,1,1.0,unmapped_possible_person_name,low
Ungur,2,0,1,0.0,unmapped_possible_person_name,low
Utregas,2,1,1,0.5,unmapped_possible_person_name,low
Sõru,2,0,1,0.0,unmapped_possible_person_name,low
Kuihka,2,0,1,0.0,unmapped_possible_person_name,low
Ruila,2,0,2,0.0,unmapped_possible_person_name,low
Sõmmõrpalu,2,1,2,0.5,unmapped_possible_person_name,low
Priita,2,0,2,0.0,unmapped_possible_person_name,low
Ulle,2,0,2,0.0,unmapped_possible_person_name,low
Säätilä,2,1,1,0.5,unmapped_possible_person_name,low
Kulerva,2,0,1,0.0,unmapped_possible_person_name,low
Neva,2,0,2,0.0,unmapped_possible_person_name,low
Kuittila,2,0,2,0.0,unmapped_possible_person_name,low
Rutakko,2,0,2,0.0,unmapped_possible_person_name,low
Uisu,2,0,1,0.0,unmapped_possible_person_name,low
Marjatta,2,0,1,0.0,unmapped_possible_person_name,low
Markus,2,0,2,0.0,unmapped_possible_person_name,low
Uibo,2,2,1,1.0,unmapped_possible_person_name,low
Nabra,2,0,2,0.0,unmapped_possible_person_name,low
Rääbla,2,0,1,0.0,unmapped_possible_person_name,low
Untamolta,2,2,2,1.0,unmapped_possible_person_name,low
Untamoinen,2,0,2,0.0,unmapped_possible_person_name,low
Roodi,2,0,1,0.0,unmapped_possible_person_name,low
Marjaana,2,1,2,0.5,unmapped_possible_person_name,low
Krikorjouna,2,0,1,0.0,unmapped_possible_person_name,low
Preever,2,0,1,0.0,unmapped_possible_person_name,low
