feature_rank_by_size,semantic_name_group,english_variant,area_name,macroRegion,langLabel,langCode,standard_lemma,mentions,poems,top_local_lemmas,top_surface_forms,top_word_in_english
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Jokioinen,Finland/Savo-Karelia,Finnish,su,Maaria,2,1,Maaria (2),Maaria (2),Maria (2)
1,Mary / Maria / Maarja / Mari,Mary,Jokioinen,Finland/Savo-Karelia,Finnish,su,Maaria,2,2,Maaria (2),Maaria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Jokioinen,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maija (1),Maija (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Jokioinen,Finland/Savo-Karelia,Finnish,su,makkaramaija,1,1,makkaramaija (1),makkaramaija (1),sausage-Maija (1)
1,Mary / Maria / Maarja / Mari,Mary,Joroinen,Finland/Savo-Karelia,Finnish,su,Maria,2,2,Marja (1); Maria (1),Marian (1); Maria (1),Mary's (1); Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Joroinen,Finland/Savo-Karelia,Finnish,su,Maaria,1,1,Maaria (1),Maaria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Joutsa,Finland/Savo-Karelia,Finnish,su,Maria,2,2,Maria (2),Maria (1); Marian (1),Mary (1); Mary's (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Joutsa,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maria (1),Marialta (1),from Maria (1)
1,Mary / Maria / Maarja / Mari,Mary,Jurva,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maria (1),Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Juuka,Finland/Savo-Karelia,Finnish,su,Maria,3,3,Maaria (2); Maria (1),Maaria (2); Marialta (1),Mary (2); from Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Juuka,Finland/Savo-Karelia,Finnish,su,Maaria,1,1,Maaria (1),Maaria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mari,Juuru,Estonia core/west,North Estonian,viP,Mari,1,1,Mari (1),Marit (1),Mari's (1)
1,Mary / Maria / Maarja / Mari,Mary,Juuru,Estonia core/west,North Estonian,viP,Maarja,1,1,Maarja (1),Maarja (1),Mary's (1)
1,Mary / Maria / Maarja / Mari,Mary,Juva,Finland/Savo-Karelia,Finnish,su,Maria,16,15,Maria (8); maria (4); mariainen (2); marian (1); Muarian (1),Maria (11); Marian (2); Marjanen (1); Marianen (1); maria (1),Mary (14); Mary's (2)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Juva,Finland/Savo-Karelia,Finnish,su,Maija,2,2,Maija (2),Maija (2),Maija (2)
1,Mary / Maria / Maarja / Mari,Mary,Juva,Finland/Savo-Karelia,Finnish,su,Maaria,2,2,Maaria (2),Maaria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Juva,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maaria (1),Maaria (1),Maria (1)
1,Mary / Maria / Maarja / Mari,Mary,Juva,Finland/Savo-Karelia,Finnish,su,Marian,1,1,maria (1),Marian (1),Mary's (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Jällivaara,Finland/Savo-Karelia,Tornedalen Finnish,su,Maria,1,1,Maria (1),Maria (1),Maria (1)
1,Mary / Maria / Maarja / Mari,Mary,Jällivaara,Finland/Savo-Karelia,Tornedalen Finnish,su,Maria,1,1,Maria (1),Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mari,Jämaja,Estonia core/west,North Estonian,viP,Mari,1,1,Mari (1),Mari (1),Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Jämijärvi,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maaria (1),Maaria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Jämsä,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maria (1),Marian (1),Mary's (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Jäppilä,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maija (1),Maija (1)
1,Mary / Maria / Maarja / Mari,Mari,Järva-Jaani,Estonia core/west,North Estonian,viP,Mari,4,3,Mari (3); mari (1),Mari (3); Mariale (1),Mari (3); to Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Järva-Jaani,Estonia core/west,North Estonian,viP,Mari,4,2,Mari (4),Mari (4),Mary (4)
1,Mary / Maria / Maarja / Mari,Mary,Järva-Jaani,Estonia core/west,North Estonian,viP,Maria,4,2,Maria (4),Maria (4),Mary (4)
1,Mary / Maria / Maarja / Mari,Mary,Järva-Jaani,Estonia core/west,North Estonian,viP,Maarja,2,2,Maarja (2),Maarja (2),Mary's (1); Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Järva-Jaani,Estonia core/west,North Estonian,viP,Marija,2,1,Marija (2),Marijalle (1); Marija (1),to Mary (1); Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Järva-Jaani,Estonia core/west,North Estonian,viP,Maie/maa,1,1,maie (1),Maie (1),Maie/land (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Järva-Madise,Estonia core/west,North Estonian,viP,Maie,1,1,Maie (1),Maiele (1),to Maie (1)
1,Mary / Maria / Maarja / Mari,Mari,Järva-Madise,Estonia core/west,North Estonian,viP,Mari,1,1,Mari (1),Mari (1),Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Järva-Madise,Estonia core/west,North Estonian,viP,Marie,1,1,Marie (1),Marie (1),Mary's (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Jääski,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maijan (1),Maija's (1)
1,Mary / Maria / Maarja / Mari,Mary,Jõelähtme,Estonia core/west,North Estonian,viP,Mari,6,2,Mari (6),Mari (6),Mary (6)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Jõelähtme,Estonia core/west,North Estonian,viP,mai,3,1,maie (3),maie (3),Maie (3)
1,Mary / Maria / Maarja / Mari,Mari,Jõelähtme,Estonia core/west,North Estonian,viP,Mari,2,2,Mari (2),Mari (2),Mari (2)
1,Mary / Maria / Maarja / Mari,Mari,Jõelähtme,Estonia core/west,North Estonian,viP,Marikene,1,1,Marikene (1),Marikene (1),Little Mari (1)
1,Mary / Maria / Maarja / Mari,Mari,Jõhvi,Estonia core/west,North Estonian,viP,Mari,25,13,Mari (22); mari (2); Marikene (1),Mari (21); Maril (2); marikene (1); Marike (1),Mari (21); Mari's (2); Mari-dear (1); little Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Jõhvi,Estonia core/west,North Estonian,viP,Maarja,7,7,Maarja (3); maarja (3); Maara (1),Maarja (4); Maara (1); Maarjalt (1); maarja (1),Mary (4); from Mary (1); Mary's (1); Mary (gen.) (1)
1,Mary / Maria / Maarja / Mari,Mary,Jõhvi,Estonia core/west,North Estonian,viP,Mari,5,4,Mari (5),Mari (5),Mary (5)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Jõhvi,Estonia core/west,North Estonian,viP,Mai,2,1,Mai (2),Mai (2),Maie (name) (2)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Jõhvi,Estonia core/west,North Estonian,viP,Maie,2,2,Maie (2),Maie (2),Maie (1); Maie (name) (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Jõhvi,Estonia core/west,North Estonian,viP,mai,2,1,maie (2),Maie (2),Maie (2)
1,Mary / Maria / Maarja / Mari,Mary,Jõhvi,Estonia core/west,North Estonian,viP,Maria,2,2,maria (1); Maria (1),Maria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Mari,Jõhvi,Estonia core/west,North Estonian,viP,Mari & -kene,1,1,Mari & -kene (1),Marikene (1),little-Mari (1)
1,Mary / Maria / Maarja / Mari,Mari,Jõhvi,Estonia core/west,North Estonian,viP,Mari+kene,1,1,Marikene (1),Marikene (1),little Mari (1)
1,Mary / Maria / Maarja / Mari,Mari,Jõhvi,Estonia core/west,North Estonian,viP,Marike,1,1,marikene (1),Marike (1),little Mari (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Jõhvi,Estonia core/west,North Estonian,viP,Maria,1,1,Maria (1),Maria (1),Maria (1)
1,Mary / Maria / Maarja / Mari,Mari,Jüri,Estonia core/west,North Estonian,viP,Mari,8,6,Mari (8),Mari (8),Mari (8)
1,Mary / Maria / Maarja / Mari,Mary,Jüri,Estonia core/west,North Estonian,viP,Maarja,3,3,Maarja (3),Maarja (3),Mary (2); Mary's (1)
1,Mary / Maria / Maarja / Mari,Mary,Jüri,Estonia core/west,North Estonian,viP,Maria,3,3,Maria (3),Maria (3),Mary (3)
1,Mary / Maria / Maarja / Mari,Mari,Jüri,Estonia core/west,North Estonian,viP,Marikene,1,1,Marikene (1),Marikene (1),little Mari (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Jüri,Estonia core/west,North Estonian,viP,maria,1,1,marialle (1),marjalle (1),to Maria (1)
1,Mary / Maria / Maarja / Mari,Mary,Kaarma,Estonia core/west,North Estonian,viP,Maarja,1,1,Maarja (1),Maarja (1),Mary's (1)
1,Mary / Maria / Maarja / Mari,Mary,Kaavi,Finland/Savo-Karelia,Finnish,su,Maaria,6,5,Maaria (5); Maariainen (1),Maaria (5); Maariainen (1),Mary (6)
1,Mary / Maria / Maarja / Mari,Mary,Kaavi,Finland/Savo-Karelia,Finnish,su,Maria,3,3,Maaria (2); Maria (1),Maarian (1); Maria (1); Maaria (1),Mary (2); Mary's (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kaavi,Finland/Savo-Karelia,Finnish,su,lammas-Maija,1,1,lampsa-Maija (1),Lampsan-Maija (1),Sheep-Maija (dialectal form) (1)
1,Mary / Maria / Maarja / Mari,Mary,Kaavi,Finland/Savo-Karelia,Finnish,su,Marian,1,1,Maarian (1),Marian (1),Mary's (1)
1,Mary / Maria / Maarja / Mari,Mari,Kadrina,Estonia core/west,North Estonian,viP,Mari,13,11,Mari (12); Marike (1),Mari (10); Marike (1); Maril (1); Marid (1),Mari (10); Little Mari (1); on Mari (1); Mari (acc.) (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kadrina,Estonia core/west,North Estonian,viP,Mai,9,3,maie (6); Maie (2); Mai (1),Maid (6); Mai (2); Maie (1),Maie (8); Maie's (1)
1,Mary / Maria / Maarja / Mari,Mary,Kadrina,Estonia core/west,North Estonian,viP,Mari,9,7,Mari (9),Mari (8); Marisse (1),Mary (8); into-Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Kadrina,Estonia core/west,North Estonian,viP,Maria,6,2,Maria (6),Maria (3); Mariani (2); Marial (1),Mary (5); on-Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Kadrina,Estonia core/west,North Estonian,viP,Maarja,3,3,Maarja (1); marija (1); Maarija (1),Maarja (3),Mary (3)
1,Mary / Maria / Maarja / Mari,Mary,Kadrina,Estonia core/west,North Estonian,viP,maarjamägi,3,1,maarjamätta (2); maarjamätt (1),maarjamäge (2); maarjamätta (1),Mary's mound (2); to Mary's mound (1)
1,Mary / Maria / Maarja / Mari,Mari,Kadrina,Estonia core/west,North Estonian,viP,Mari+kene,2,1,Mari+kene (2),Marikene (2),little Mari (2)
1,Mary / Maria / Maarja / Mari,Mari,Kadrina,Estonia core/west,North Estonian,viP,mari,2,1,mari (2),mariale (1); mari (1),to Mari (1); Mari (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Kadrina,Estonia core/west,North Estonian,viP,Maria,2,2,Maria (2),Marialle (1); Mariale (1),to Maria (2)
1,Mary / Maria / Maarja / Mari,Mary,Kadrina,Estonia core/west,North Estonian,viP,maria,2,1,maria (2),mariale (1); maria (1),to Mary (1); Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kadrina,Estonia core/west,North Estonian,viP,Maie,1,1,Maie (1),Maie (1),Maie (1)
1,Mary / Maria / Maarja / Mari,Mari,Kadrina,Estonia core/west,North Estonian,viP,marjuke,1,1,marju_kane (1),marjukane (1),dear Mari (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Kadrina,Estonia core/west,North Estonian,viP,Maarja,1,1,maarja (1),maarjalle (1),to Maarja (1)
1,Mary / Maria / Maarja / Mari,Mary,Kadrina,Estonia core/west,North Estonian,viP,Marija,1,1,marija (1),Marija (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kalajoki,Finland/Savo-Karelia,Finnish,su,Maija,3,2,Maija (3),Maija (2); Maijalle (1),Maija (2); to Maija (1)
1,Mary / Maria / Maarja / Mari,Mary,Kalajoki,Finland/Savo-Karelia,Finnish,su,Maaria,2,1,Maaria (2),Maariaan (1); Maariasta (1),to Mary (1); from Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Kalvola,Finland/Savo-Karelia,Finnish,su,Maria,2,2,Marija (1); Maria (1),Marija (1); Maria (1),Mary (2)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kalvola,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maija (1),Maija (1)
1,Mary / Maria / Maarja / Mari,Mary,Kambja,Estonia core/west,South Estonian,viE,Maarja,1,1,Maarja (1),Maarja (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Kambja,Estonia core/west,South Estonian,viE,maarja,1,1,maarja (1),maarja (1),Mary's (1)
1,Mary / Maria / Maarja / Mari,Mary,Kanepi,South Estonia/Seto,South Estonian,viE,Maarja,2,2,Maarja (2),Maarja (2),Mary (1); Mary's (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kanepi,South Estonia/Seto,South Estonian,viE,Maie,1,1,Maie (1),Maie (1),Maie (1)
1,Mary / Maria / Maarja / Mari,Mari,Kanepi,South Estonia/Seto,South Estonian,viE,Marimägi,1,1,Marimäe (1),Marimäel (1),on Mari's hill (1)
1,Mary / Maria / Maarja / Mari,Mary,Kanepi,South Estonia/Seto,South Estonian,viE,Mari,1,1,mari (1),Mari (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kangasniemi,Finland/Savo-Karelia,Finnish,su,Maija,2,2,Maija (1); maija (1),Maija (2),Maija (2)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kangasniemi,Finland/Savo-Karelia,Finnish,su,Hölttä-Maija,1,1,hölttämaija (1),Hölttä-Maija (1),Floppy-Maija (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kangasniemi,Finland/Savo-Karelia,Finnish,su,lanka & Maija,1,1,lanka & maija (1),lanka-Maija (1),thread-Maija (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Kangasniemi,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maria (1),Maria (1),Maria (1)
1,Mary / Maria / Maarja / Mari,Mary,Kangasniemi,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maria (1),Marian (1),Mary's (1)
1,Mary / Maria / Maarja / Mari,Mary,Kankaanpää,Finland/Savo-Karelia,Finnish,su,Maaria,4,3,Maaria (4),Maaria (4),Mary (4)
1,Mary / Maria / Maarja / Mari,Mary,Kankaanpää,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maria (1),Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Kaprio,Ingria,Finnish,su,Maaria,23,10,Maaria (22); maarian (1),Maaria (17); Maarian (2); Maariaisen (2); Maarianen (1); Marian (1),Mary (17); Mary's (5); Virgin Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Kaprio,Ingria,Finnish,su,Maria,5,5,Maaria (2); Maariallen (1); maariaine (1); Maria (1),Maria (3); Marialle (1); Marian (1),Mary (3); to Mary (1); of Mary's (1)
1,Mary / Maria / Maarja / Mari,Mari,Kaprio,Ingria,Finnish,su,Mari,4,1,Mari (4),Mari (4),Mari (4)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kaprio,Ingria,Finnish,su,(name) Maija,2,1,Maija-in (2),Maijoin (2),Maija's (2)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kaprio,Ingria,Finnish,su,Maija,1,1,maijon (1),Maijan (1),Maija's (1)
1,Mary / Maria / Maarja / Mari,Mary,Kaprio,Ingria,Finnish,su,Maarja,1,1,Maarja (1),Maarja (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Kaprio,Ingria,Finnish,su,Mari,1,1,Mari (1),Mari (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Karinainen,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maijan (1),Maija's (1)
1,Mary / Maria / Maarja / Mari,Mary,Karja,Estonia core/west,North Estonian,viP,Maarja,1,1,Maarja (1),Maarja (1),Mary's (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Karkku,Finland/Savo-Karelia,Finnish,su,mustamaija,1,1,mustamaija (1),mustamaija (1),Black-Maija (1)
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Maarja,53,35,Maarja (22); Maari (21); maari (9); maarja (1),Maarja (37); Maari (13); Maarjat (2); Maarilt (1),Mary (39); Mary's (12); Virgin Mary (1); from Mary (1)
1,Mary / Maria / Maarja / Mari,Mari,Karksi,Estonia core/west,South Estonian,viE,Mari,15,7,Mari (12); Maari (2); Maie (1),Mari (11); Marit (1); Maari (1); Maril (1); Maie (1),Mari (11); Mari (object) (1); Mari's (1); on Mari (1); little Mari (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Karksi,Estonia core/west,South Estonian,viE,Maie,11,6,Maie (10); maie (1),Maie (10); Maiele (1),Maie (10); to Maie (1)
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Maari,6,3,Maari (6),Maari (6),Mary (6)
1,Mary / Maria / Maarja / Mari,Mari,Karksi,Estonia core/west,South Estonian,viE,Maari,5,2,Maari (5),Maari (5),Maari (5)
1,Mary / Maria / Maarja / Mari,Mari,Karksi,Estonia core/west,South Estonian,viE,Maarja,5,2,Maari (3); maari (2),Maari (5),Maari (5)
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Mari,5,5,Maari (2); Mari (1); mari (1); Marike (1),Mari (2); Maari (2); Marike (1),Mary (4); little Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Karksi,Estonia core/west,South Estonian,viE,maiekene,3,2,maie-kesta (2); maiekene (1),Maiekesta (3),Maie's (2); Maie (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Karksi,Estonia core/west,South Estonian,viE,Maari,3,1,Maari (3),Maari (2); Maarile (1),Maarja (2); to Maarja (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Karksi,Estonia core/west,South Estonian,viE,Maarja,2,1,Maari (2),Maarilt (1); Maari (1),from Maarja (1); Maarja (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Karksi,Estonia core/west,South Estonian,viE,Maie (proper noun),1,1,Maie (1),Maie (1),Maie (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Karksi,Estonia core/west,South Estonian,viE,mai,1,1,maie (diminutive) (1),maiekesta (1),Maie (1)
1,Mary / Maria / Maarja / Mari,Mari,Karksi,Estonia core/west,South Estonian,viE,Marikene,1,1,Marikene (1),Marikene (1),little Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Maali,1,1,Maari (1),Maali (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,Maria,1,1,Maria (1),Maria (1),Mary's (1)
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,maarjeit,1,1,maarieinu (1),maarjeidu (1),Mary's maiden (1)
1,Mary / Maria / Maarja / Mari,Mary,Karksi,Estonia core/west,South Estonian,viE,marikene,1,1,marikene (1),Marikene (1),little Mary (1)
1,Mary / Maria / Maarja / Mari,Mari,Karula,South Estonia/Seto,South Estonian,viE,Marikene,3,1,Marikene (3),Marikene (3),little Mari (3)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Karula,South Estonia/Seto,South Estonian,viE,Maie,2,2,Maie (2),Maiele (1); Maie (1),(to) Maie (1); Maie (personal name) (1)
1,Mary / Maria / Maarja / Mari,Mari,Karula,South Estonia/Seto,South Estonian,viE,Mari,1,1,Mari (1),Mari (1),Mari (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Karuna,Finland/Savo-Karelia,Finnish,su,Maija,3,2,Maija (3),Maija (3),Maija (3)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Karunki,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maijaa (1),Maija (1)
1,Mary / Maria / Maarja / Mari,Mari,Karuse,Estonia core/west,North Estonian,viP,Mari,11,4,Mari (10); Marike (1),Marit (6); Mari (3); Marike (1); Maril (1),Mari (9); Little Mari (1); at Mari's (1)
1,Mary / Maria / Maarja / Mari,Mary,Karuse,Estonia core/west,North Estonian,viP,Maria,5,4,Maria (5),Maria (5),Mary's (3); Mary (2)
1,Mary / Maria / Maarja / Mari,Mari,Karuse,Estonia core/west,North Estonian,viP,Marike,1,1,Marike (1),Marike (1),Little Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Karuse,Estonia core/west,North Estonian,viP,Mari,1,1,Mari (1),Mari (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Karvia,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maija (1),Maija (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Karvia,Finland/Savo-Karelia,Finnish,su,mustamaija,1,1,mustamaija (1),Musta-Maija (1),Black-Maija (1)
1,Mary / Maria / Maarja / Mari,Mary,Kattila,Ingria,Votic,su,Maria,2,2,Maria (1); Maarja (1),Mariaa (1); Maarja (1),Mary (2)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Kattila,Ingria,Votic,su,Maria,1,1,Maria (1),Maria (1),Maria (1)
1,Mary / Maria / Maarja / Mari,Mary,Kattila,Ingria,Votic,su,Maaria,1,1,Maaria (1),Maariaa (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kauhajoki,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maijalle (1),to Maija (1)
1,Mary / Maria / Maarja / Mari,Mary,Kauhajoki,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maria (1),Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kauhava,Finland/Savo-Karelia,Finnish,su,Maija,3,3,Maija (3),Maijan (1); Maijaa (1); Maijalle (1),Maija's (1); Maija (1); to Maija (1)
1,Mary / Maria / Maarja / Mari,Mary,Kauhava,Finland/Savo-Karelia,Finnish,su,Maria,3,2,Maria (2); Maarja (1),Maarjaan (1); mariasta (1); Maria (1),Mary (3)
1,Mary / Maria / Maarja / Mari,Mary,Kauhava,Finland/Savo-Karelia,Finnish,su,mettumaari,2,1,mettumaari (2),mettumaariin (1); mettumaarista (1),Honey Mary (2)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kauhava,Finland/Savo-Karelia,Finnish,su,mustamaija,1,1,mustamaija (1),Musta-Maija (1),Musta-Maija (1)
1,Mary / Maria / Maarja / Mari,Mary,Kauhava,Finland/Savo-Karelia,Finnish,su,Marja,1,1,Marja (1),Marjan (1),Mary's (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kaukola,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maijan (1),Maija's (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kaustinen,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maijalle (1),to Maija (1)
1,Mary / Maria / Maarja / Mari,Maria/Maaria,Kaustinen,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maria (1),Maria (1),Maria (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kauvatsa,Finland/Savo-Karelia,Finnish,su,Maija,3,3,Maija (3),Maija (3),Maija (3)
1,Mary / Maria / Maarja / Mari,Mary,Keltto,Ingria,Finnish,su,Maria,2,2,Mariaine (1); Maaria (1),Mariaine (1); Maarian (1),Mary (1); Mary's (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kemi,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maijaa (1),Maija (1)
1,Mary / Maria / Maarja / Mari,Mary,Kemi,Finland/Savo-Karelia,Finnish,su,Maija,1,1,maija (1),Maija (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Kemijärvi,Finland/Savo-Karelia,Finnish,su,Maija,2,2,maija (1); Maija (1),Maija (2),Mary (1); Maija/Mary (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kemijärvi,Finland/Savo-Karelia,Finnish,su,Lassi & maija,1,1,Lassi & maija (1),Lassinmaija (1),Lassi's Maija (1)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kemijärvi,Finland/Savo-Karelia,Finnish,su,Maija,1,1,Maija (1),Maija (1),Maija (1)
1,Mary / Maria / Maarja / Mari,Mary,Kerimäki,Finland/Savo-Karelia,Finnish,su,Maria,2,1,Maria (2),Maria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Mary,Kestilä,Finland/Savo-Karelia,Finnish,su,Maikki,1,1,Maikki (1),Maikki (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Kestilä,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maaria (1),Maaria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Kesälahti,Finland/Savo-Karelia,Finnish,su,Maaria,4,3,Maaria (4),Maaria (3); Maarialta (1),Mary (3); from Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Kiestinki,East Karelia/Veps/Tver,Karelian Proper,ka,Maria,2,1,Marian (2),Marian (2),Mary's (2)
1,Mary / Maria / Maarja / Mari,Mari,Kihelkonna,Estonia core/west,North Estonian,viP,Mari,1,1,Mari (1),Mari (1),Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Kihelkonna,Estonia core/west,North Estonian,viP,Maria,1,1,Maria (1),Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mari,Kihnu,Estonia core/west,North Estonian,viP,Mari,3,3,Mari (3),Mari (3),Mari (3)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kihnu,Estonia core/west,North Estonian,viP,Maie,2,2,Maie (2),Maie (2),Maie (1); Maie's (1)
1,Mary / Maria / Maarja / Mari,Mari,Kihnu,Estonia core/west,North Estonian,viP,mari & kene,1,1,mari & kene (1),marikene (1),little Mari (1)
1,Mary / Maria / Maarja / Mari,Mari,Kihnu,Estonia core/west,North Estonian,viP,marikene,1,1,marikene (1),Marikene (1),little Mari (1)
1,Mary / Maria / Maarja / Mari,Mary,Kiihtelysvaara,Finland/Savo-Karelia,Finnish,su,Maaria,2,2,Maaria (2),Maaria (2),Mary (2)
1,Mary / Maria / Maarja / Mari,Maija/Maie,Kiihtelysvaara,Finland/Savo-Karelia,Finnish,su,maija,1,1,maija (1),maijon (1),(of) maija (cow/milk?) (1)
1,Mary / Maria / Maarja / Mari,Mary,Kiihtelysvaara,Finland/Savo-Karelia,Finnish,su,Maria,1,1,Maria (1),Maria (1),Mary (1)
1,Mary / Maria / Maarja / Mari,Mary,Kiimaisjärvi,East Karelia/Veps/Tver,Karelian Proper,ka,Maaria,1,1,Maaria (1),Maaria (1),Mary (1)
